low 35 90 82.219219164
low 35 100 84.053554357
low 35 110 84.876380696
low 37 50 69.77105417
low 37 60 74.404300951
low 37 70 76.609398901
low 37 80 77.388629656
low 37 90 82.419657849
low 37 100 80.280757346
low 37 110 82.661962232
low 38 50 71.561162651
low 38 60 78.006409993
low 38 70 81.6884325
low 38 80 79.32212806
low 39 50 74.027022093
low 39 60 75.471849056
low 39 70 79.511005528
low 39 80 80.448741444
low 40 50 70.3449445
low 40 60 76.843997814
low 40 70 76.694197955
low 40 80 81.024687596
low 40 90 81.344944526
low 41 50 73.246160309
low 41 60 78.236819976
low 41 70 79.649231007
low 41 80 80.212218521
low 41 90 84.811555816
low 41 100 82.328609851
low 41 110 85.211501571



