   0.039370   0.054303  -0.014799   0.011428  -0.005291
   0.015151   0.029154  -0.021459  -0.009887  -0.021276
   0.000000  -0.010466   0.035088  -0.014265   0.038043
  -0.037313  -0.024038  -0.019068  -0.024602  -0.010471
   0.015504  -0.027586   0.006479   0.022255  -0.026455
   0.034351   0.024316   0.034335   0.020319   0.005434
  -0.036900   0.011869   0.014523   0.007112   0.016216
   0.068965   0.014663   0.016360   0.038135   0.063829
   0.089606   0.079961   0.102616   0.002721   0.020000
   0.000000   0.016949   0.029197   0.002713   0.004901
   0.059210   0.077193   0.019504  -0.012178   0.039024
   0.027950   0.009772   0.000000   0.000000  -0.000265
  -0.004196   0.014516  -0.031696  -0.004445  -0.014354
   0.018405  -0.046900   0.061594  -0.043235  -0.029126
   0.069277   0.056888   0.040956   0.040816   0.020000
  -0.016901  -0.018268  -0.008197  -0.005602  -0.019607
  -0.017192  -0.001618  -0.001653  -0.016901   0.005000
  -0.040816  -0.035656   0.000000   0.014326   0.004975
  -0.018237  -0.003361  -0.028146   0.035310   0.014851
  -0.003096  -0.021922  -0.027257   0.005457   0.039024
   0.018634   0.025862  -0.017513   0.018995  -0.004694
  -0.057927  -0.018487   0.000000  -0.023968  -0.037735
   0.087379   0.049657   0.033868   0.047748   0.039215
   0.000000  -0.011419  -0.010345  -0.005208   0.028301
  -0.019367  -0.011551  -0.022817   0.007853   0.013761
  -0.046012   0.035893   0.044964   0.040612   0.004608
  -0.077170  -0.004029  -0.003442   0.003797  -0.027522
   0.034843  -0.008157  -0.018998   0.008827  -0.014151
  -0.006734  -0.019737  -0.026408   0.023749   0.014354
  -0.023729  -0.019295  -0.032550  -0.001221   0.023584
   0.065972   0.024807   0.057944   0.020782   0.004608
   0.000000  -0.036728  -0.014134  -0.007185   0.004587
  -0.052117  -0.058925  -0.069892   0.009650   0.009132
   0.054983  -0.003683   0.026975  -0.002389   0.009049
  -0.003257  -0.009242  -0.022514   0.005988  -0.013452
   0.022876   0.033582   0.001919   0.026190   0.004545
  -0.003195  -0.005415  -0.003831  -0.013921  -0.000165
   0.043590  -0.014519  -0.013385   0.021176   0.013824
  -0.009317   0.013812   0.021654  -0.014927  -0.009090
  -0.056426  -0.005557  -0.003854  -0.023696  -0.018348
   0.003322  -0.041475  -0.029014  -0.002427  -0.004672
   0.016556   0.017308   0.033864   0.034063   0.009389
  -0.009772  -0.016068  -0.003854   0.014117   0.013953
   0.026316  -0.016330  -0.009671   0.032482   0.027522
   0.009615   0.009766   0.017578   0.016247   0.017857
  -0.047619  -0.027079  -0.051823  -0.045468  -0.021929
  -0.026667  -0.061630  -0.056680  -0.013452  -0.040358
   0.010274   0.023305   0.034335  -0.018181  -0.004672
  -0.044068   0.020704  -0.006224  -0.018518   0.004694
   0.039007   0.038540   0.024988  -0.028301   0.032710
  -0.039457  -0.029297  -0.065844  -0.015837  -0.045758
   0.039568   0.024145  -0.006608   0.028423  -0.009661
  -0.031142  -0.007941   0.011080   0.007537   0.014634
   0.000000  -0.020080  -0.006579   0.029925  -0.004807
   0.021429   0.049180   0.006622  -0.002421   0.028985
   0.045454   0.046375   0.074561   0.014563   0.018779
   0.050167   0.036380   0.004082  -0.011961   0.009216
   0.019108  -0.033303   0.008362   0.033898   0.004566
